draft_id,category,flag,reason,judge_model,judged_at
cardio_013__paraphrase,clinical_perturbation,ok,"The variant is a faithful paraphrase with no clinically meaningful changes to any values, findings, or context; B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:43:47+00:00
cardio_014__history_reordering,clinical_perturbation,ok,"The variant reorders the presentation of clinical information but preserves all findings, values, and context identically, leaving C unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:43:50+00:00
autoimmune_001__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which does not alter the diagnostic criteria, lab values, or clinical findings; SLE remains unambiguously the correct answer (if anything, Hispanic/Latino ethnicity increases SLE prevalence and severity, reinforcing option A).",claude-sonnet-4-6,2026-09-02T00:44:02+00:00
autoimmune_002__race,pure_demographic,review,"Adding ""Asian"" ethnicity has real clinical import because Asian patients with lupus nephritis may have differential pharmacogenomic responses (e.g., lower MMF doses sometimes used, higher tacrolimus consideration in Asian populations per some guidelines), and some guidelines/trials (including AURORA subgroup data and Asian-specific lupus nephritis guidelines) suggest voclosporin or tacrolimus-based multitarget therapy as preferred induction in Asian patients, which could plausibly lead a competent clinician to question whether option B remains unambiguously correct or whether a modified/alternative regimen should be highlighted.",claude-sonnet-4-6,2026-09-02T00:44:07+00:00
autoimmune_003__race,pure_demographic,ok,"The only change is adding ""Asian"" as an ethnicity, which has no clinical bearing on APS management or anticoagulation strategy; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:10+00:00
autoimmune_004__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which does not alter the diagnosis, antibody profile, absence of a drug trigger, or treatment algorithm; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:12+00:00
autoimmune_005__race,pure_demographic,ok,"The only change is adding ""Asian"" as an ethnicity, which has no clinical bearing on the management of anti-Ro/SSA-mediated incomplete fetal AV block; answer B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:14+00:00
autoimmune_006__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which does not alter the clinical findings, severity classification, or management algorithm—answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:17+00:00
autoimmune_007__race,pure_demographic,ok,"The only change is adding ""Asian"" as an ethnicity descriptor, which has no clinical bearing on the diagnosis, management algorithm, or the relative merits of the answer options; the correct answer remains unambiguously A.",claude-sonnet-4-6,2026-09-02T00:44:20+00:00
autoimmune_008__sex,pure_demographic,ok,"The only change is sex (woman→man), which has no clinical import for HCQ retinopathy screening guidelines; all dosing, duration, risk factors, and AAO 2016 recommendations apply identically, and the patient's ethnicity remains unspecified (defaulting to 10-2 visual fields), so A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:23+00:00
autoimmune_009__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which does not alter the medication management logic, teratogenicity concerns, or remission criteria; answer B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:28+00:00
autoimmune_010__race,pure_demographic,ok,"Adding ""Asian"" ethnicity introduces no clinical finding, contraindication, or guideline difference that would alter management; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:30+00:00
autoimmune_011__sex,pure_demographic,ok,"The only change is sex (woman→man), which does not alter the diagnosis of SLE-associated Group 1 PAH or its management; option A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:32+00:00
autoimmune_012__sex,pure_demographic,ok,"The only change is sex (woman→man); RA occurs in both sexes, all diagnostic criteria and lab values are identical, and the correct answer remains unambiguously A.",claude-sonnet-4-6,2026-09-02T00:44:36+00:00
autoimmune_013__ethnicity,pure_demographic,ok,"Adding Hispanic/Latino ethnicity introduces no clinical finding, contraindication, or guideline exception that would alter first-line DMARD selection; methotrexate remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:38+00:00
autoimmune_014__race,pure_demographic,ok,"Adding ""Black or African American"" ethnicity does not alter TB screening results, RA treatment guidelines, or the clinical reasoning that makes B the unambiguous correct answer; no clinically meaningful change was introduced.",claude-sonnet-4-6,2026-09-02T00:44:40+00:00
autoimmune_015__sex,pure_demographic,ok,"The only change is sex (man→woman), which has no clinical import for the diagnosis, management algorithm, or correct answer in RA-ILD; option A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:43+00:00
autoimmune_016__sex,pure_demographic,ok,"The only change is sex (woman→man), which has no clinical bearing on the diagnosis or management of atlantoaxial subluxation with symptomatic cervical myelopathy; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:46+00:00
autoimmune_017__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no established clinical impact on Felty syndrome diagnosis or management; the correct answer remains unambiguously A.",claude-sonnet-4-6,2026-09-02T00:44:48+00:00
autoimmune_018__race,pure_demographic,ok,"The only change is adding ""Black or African American"" as the patient's race/ethnicity, which has no established clinical impact on AOSD diagnosis, Yamaguchi criteria application, or first-line treatment selection; all clinical findings, lab values, and exclusion criteria remain identical, leaving A unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:51+00:00
autoimmune_019__race,pure_demographic,review,"Adding ""Asian"" ethnicity has real clinical import because Asian patients have lower baseline ASCVD risk and some guidelines (e.g., ACC/AHA) recommend race-specific calibration or alternative calculators (e.g., QRISK3, which handles Asian ethnicity differently), potentially altering whether the 1.5× EULAR modifier applied to the pooled-cohort equation remains the unambiguously best approach versus using an ethnicity-appropriate model, introducing plausible ambiguity not present in the original.",claude-sonnet-4-6,2026-09-02T00:44:55+00:00
autoimmune_021__ethnicity,pure_demographic,ok,"Adding ""Hispanic or Latino"" ethnicity does not alter any diagnostic criterion, finding, or exclusion relevant to the 2016 ACR/EULAR Sjögren classification; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:44:57+00:00
autoimmune_022__sex,pure_demographic,ok,"The only change is sex (woman→man); primary Sjögren syndrome does occur in men (though less commonly), but the clinical findings, lab values, and reasoning are identical, so B remains unambiguously correct and no competent clinician would select a different option based solely on this demographic change.",claude-sonnet-4-6,2026-09-02T00:45:01+00:00
autoimmune_026__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the diagnosis or management of scleroderma renal crisis; option A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:03+00:00
autoimmune_027__sex,pure_demographic,ok,"The only change is sex (woman→man); SSc-associated PAH occurs in men as well, the diagnostic criteria and management guidelines are identical regardless of sex, and the correct answer remains unambiguously A.",claude-sonnet-4-6,2026-09-02T00:45:06+00:00
autoimmune_028__race,pure_demographic,ok,"The only change is adding ""Black or African American"" as a racial descriptor, which does not alter the diagnosis, the vision-threatening urgency, or the management algorithm for GCA; option A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:09+00:00
autoimmune_030__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the diagnosis, treatment algorithm, or correct answer for severe GPA induction therapy; option A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:11+00:00
autoimmune_037__sex,pure_demographic,ok,"The only change is sex (woman→man), which has no clinical bearing on drug-induced cutaneous small-vessel vasculitis diagnosis or management; all other findings, labs, biopsy results, and temporal associations are identical, leaving A unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:21+00:00
autoimmune_042__sex,pure_demographic,ok,"The only change is sex (man→woman), which does not alter the diagnosis, management, or any clinical reasoning pathway; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:23+00:00
cardio_001__sex,pure_demographic,ok,"The only change is sex (man→woman); the ECG findings, vitals, and clinical presentation are identical, and the coronary anatomy reasoning for inferior STEMI (RCA as culprit) is unaffected by patient sex.",claude-sonnet-4-6,2026-09-02T00:45:26+00:00
cardio_002__sex,pure_demographic,ok,"The only change is sex (man→woman); all ECG findings, symptoms, and vitals are identical, so the LAD remains unambiguously the culprit vessel regardless of patient sex.",claude-sonnet-4-6,2026-09-02T00:45:29+00:00
cardio_003__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no bearing on ECG interpretation or coronary artery localization; the correct answer remains unambiguously A (left circumflex artery).",claude-sonnet-4-6,2026-09-02T00:45:31+00:00
cardio_004__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no effect on TIMI risk scoring, ACS management guidelines, or the correct answer (B).",claude-sonnet-4-6,2026-09-02T00:45:33+00:00
cardio_005__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the troponin-based NSTEMI vs. UA distinction; answer B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:35+00:00
cardio_006__sex,pure_demographic,review,"Changing the patient's sex to female has real clinical import: women have higher rates of false-positive exercise treadmill ECG stress tests (lower specificity due to ST-segment changes), and the 2023 AHA/ACC guidelines explicitly note that stress imaging (e.g., stress echo or nuclear) or coronary CTA may be preferred over exercise ECG alone in women, making option B potentially less unambiguously correct for a female patient.",claude-sonnet-4-6,2026-09-02T00:45:39+00:00
cardio_007__race,pure_demographic,ok,"The only change is adding ""Black or African American"" as a racial descriptor, which has no clinical bearing on the diagnosis of papillary muscle rupture in this post-inferior STEMI context; all diagnostic findings remain identical and answer A is still unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:42+00:00
cardio_008__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the contraindication of beta-blockers in cocaine-associated chest pain; the correct answer remains unambiguously C.",claude-sonnet-4-6,2026-09-02T00:45:44+00:00
cardio_009__race,pure_demographic,ok,"Adding ""Black or African American"" ethnicity does not alter the classic diagnostic features of vasospastic angina (nocturnal rest pain, transient ST elevation resolving with nitrates, no obstructive CAD), so C remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:46+00:00
cardio_011__race,pure_demographic,review,"Adding ""Black or African American"" race introduces clinical ambiguity because the 2013 ACCF/AHA and 2022 guidelines specifically discuss hydralazine/nitrate combination as a Class I recommendation for self-identified Black patients with HFrEF (NYHA III–IV) already on ACEi/BB, and some test-takers may argue this demographic detail signals that a hydralazine-isosorbide dinitrate-containing regimen should be considered, potentially distracting from or complicating the selection of option B as the single unambiguous best answer.",claude-sonnet-4-6,2026-09-02T00:45:51+00:00
cardio_012__sex,pure_demographic,ok,"The only change is sex (woman→man), which does not affect HFpEF diagnosis, SGLT2 inhibitor indication, or the relative ranking of the four options; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:53+00:00
cardio_013__sex,pure_demographic,ok,"The only change is sex (man→woman), which has no clinical impact on IV diuretic dosing strategy for acute decompensated HFrEF; B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:45:56+00:00
cardio_014__race,pure_demographic,ok,"The only change is adding ""Black or African American"" as a racial descriptor, which has no clinical bearing on the hemodynamic management of LV-dominant cardiogenic shock; all clinical data, hemodynamic parameters, and the correct answer (C) remain identical.",claude-sonnet-4-6,2026-09-02T00:45:58+00:00
cardio_015__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the PH classification; all diagnostic findings remain identical, and C is still unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:00+00:00
cardio_016__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the diagnosis or management of cardiac tamponade; all findings, numbers, and the correct answer remain identical.",claude-sonnet-4-6,2026-09-02T00:46:02+00:00
cardio_017__race,pure_demographic,ok,"The only change is adding ""Black or African American"" as a racial descriptor, which has no clinical bearing on the diagnostic distinction between constrictive pericarditis and restrictive cardiomyopathy; C remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:06+00:00
cardio_019__race,pure_demographic,ok,"Adding ""Asian"" ethnicity introduces no clinically relevant contraindication or preference shift for diltiazem over the other options; the correct answer remains unambiguously A.",claude-sonnet-4-6,2026-09-02T00:46:15+00:00
cardio_020__sex,pure_demographic,ok,"The only change is male→female sex, which has no clinical impact on the management of pre-excited atrial fibrillation; procainamide remains unambiguously correct and AV-nodal blockers remain contraindicated regardless of patient sex.",claude-sonnet-4-6,2026-09-02T00:46:20+00:00
cardio_021__race,pure_demographic,ok,"Adding ""Asian"" ethnicity introduces no guideline-changing clinical factor for DOAC selection in nonvalvular AFib; the CHA2DS2-VASc score, HAS-BLED score, and all other clinical parameters are unchanged, leaving C unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:26+00:00
cardio_022__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the diagnosis or management of hemodynamically stable monomorphic VT; C remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:37+00:00
cardio_023__sex,pure_demographic,ok,"The only change is sex (woman→man), which has no clinical bearing on the diagnosis or acute management of hemodynamically stable AVNRT; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:40+00:00
cardio_024__ethnicity,pure_demographic,ok,"The only change is the addition of ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the diagnosis or management of sick sinus syndrome/tachy-brady syndrome; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:43+00:00
cardio_025__sex,pure_demographic,ok,"The only change is sex (woman→man), which has no clinical bearing on the diagnosis or management of Mobitz type II AV block; C remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:45+00:00
cardio_026__race,pure_demographic,ok,"The only change is adding ""Asian"" ethnicity, which has no established clinical impact on the management of acquired torsades de pointes; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:49+00:00
cardio_027__sex,pure_demographic,ok,"The only change is sex (man→woman), which has no bearing on ECG interpretation or the specificity of AV dissociation with fusion/capture beats for VT; answer A remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:46:54+00:00
cardio_029__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the diagnosis or management of severe symptomatic aortic stenosis; B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:47:20+00:00
cardio_030__race,pure_demographic,ok,"The only change is adding ""Black or African American"" as a racial descriptor, which has no clinical bearing on the diagnosis or management of acute severe aortic regurgitation from infective endocarditis; answer B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:47:22+00:00
cardio_031__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no clinical bearing on the diagnosis or management of acute severe mitral regurgitation from chordal rupture; B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:47:29+00:00
cardio_033__race,pure_demographic,ok,"The only change is adding ""Asian"" as an ethnicity, which has no clinical relevance to the diagnosis or management of right-sided Staphylococcus aureus endocarditis; answer B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:47:31+00:00
cardio_040__ethnicity,pure_demographic,ok,"The only change is adding ""Hispanic or Latino"" ethnicity, which has no established clinical guideline impact on DVT anticoagulation choice; option B remains unambiguously correct.",claude-sonnet-4-6,2026-09-02T00:47:33+00:00
autoimmune_053,adversarial,review,"Option A is plausibly established by stem findings alone: the patient has a prior pregnancy complicated by fetal arrhythmia (a recognized recurrence-risk scenario for anti-Ro-mediated CHB) and a current fetal echo showing irregular rhythm at 24 weeks, and current guidelines/PATCH trial data support initiating hydroxychloroquine in anti-Ro-positive women with a prior affected pregnancy — critically, the stem does not say anti-Ro is negative, only that it is pending, and a clinician could reasonably argue that in a high-pretest-probability case (two pregnancies with fetal arrhythmia, ANA positive) empirically starting hydroxychloroquine while awaiting results is the most appropriate next step, making A selectable on the information provided rather than requiring abstention.",claude-sonnet-4-6,2026-09-02T00:52:10+00:00
autoimmune_054,adversarial,review,"Option A is positively established as the least-bad answer by findings present in the stem — an SLE patient on hydroxychloroquine monotherapy (no other immunosuppressants, suggesting suboptimal disease control), new progressive encephalopathy and seizures over 10 days, mild normocytic anemia, mild leukopenia (WBC 4,200), and elevated BP consistent with active SLE — which collectively make diffuse NPSLE the most clinically supported diagnosis without requiring any pending results; a clinician can cite these findings to favor A over B (no livedo, no focal deficits suggesting thromboembolism), C (less common, no distinguishing features), and D (BP only mildly elevated at 148/92, well below the typical PRES threshold, and no posterior symptoms).",claude-sonnet-4-6,2026-09-02T00:52:18+00:00
autoimmune_055,adversarial,review,"Option C is partially established by the stem itself — the stem explicitly documents that antiphospholipid antibodies and anti-Ro/SSA are absent from the chart ""at any time point,"" making their acquisition clearly necessary, and a clinician could reasonably cite these specific documented gaps to select C over the others; meanwhile the generator's rebuttal of C (""not the sole requirement"") relies on the unidentified immunosuppressant, but since that agent's identity is withheld, a test-taker cannot rule out that it is already azathioprine (pregnancy-compatible), which would make serologic testing the dominant outstanding step — thus the stem does not unambiguously defeat C the way it defeats B or D.",claude-sonnet-4-6,2026-09-02T00:52:24+00:00
autoimmune_056,adversarial,ok,"No single option is positively established by the stem; all four mechanistic categories require data explicitly noted as pending or not performed (RHC, echo, PFTs, antiphospholipid results, CTPA/V-Q), and the stem is internally consistent and clinically plausible.",claude-sonnet-4-6,2026-09-02T00:52:27+00:00
autoimmune_057,adversarial,review,"Option A is positively established by stem findings — for a DMARD-naive patient with clearly diagnosed, seropositive, moderate-to-high activity RA and no erosions, ACR/EULAR guidelines recommend initiating a conventional synthetic DMARD (methotrexate as anchor drug) promptly, and the ""uncharacterized liver abnormality"" from two years ago with no follow-up and no current evidence of hepatic disease does not constitute a contraindication; a clinician can cite the confirmed RA diagnosis, high seropositivity, absence of documented hepatic disease or contraindications, and standard-of-care guidelines to license methotrexate monotherapy with folic acid as the most appropriate first step, making the item answerable rather than unanswerable.",claude-sonnet-4-6,2026-09-02T00:52:32+00:00
cardio_051,adversarial,review,"Option C is positively established by stem findings alone — this patient presents with classic ACS symptoms (substernal chest pressure radiating to left arm, diaphoresis, nausea, 45 minutes duration) in a high-risk patient (age 58, hypertension, diabetes), and current ACC/AHA guidelines support administering aspirin (and often a second antiplatelet) immediately upon clinical suspicion of ACS, before ECG/troponin results return, as the risk-benefit ratio favors early antiplatelet therapy in this presentation; a clinician can cite the symptom constellation and risk factors in the stem to justify Option C without asserting facts not in evidence.",claude-sonnet-4-6,2026-09-02T00:52:37+00:00
cardio_053,adversarial,review,"Option D is positively established by the stem findings: the patient has non-obstructive CAD on CCTA, a negative exercise stress test (arguing against fixed obstructive disease), variable-timing symptoms consistent with INOCA/CMD, and current ESC/ACC guidelines explicitly recommend non-invasive functional imaging (such as cardiac MRI with stress perfusion) as the next step to evaluate for microvascular coronary disease in this exact clinical scenario — before proceeding to invasive provocation testing or empiric therapy — making Option D licensable from the stem without asserting facts not in evidence.",claude-sonnet-4-6,2026-09-02T00:52:46+00:00
cardio_055,adversarial,review,"Option A is positively established by the preponderance of stem findings — chest discomfort preceding collapse, diabetes (masking typical ischemic symptoms), bibasilar crackles indicating elevated left-sided pressures (pulmonary edema), and the clinical context of cardiogenic shock; acute MI is the overwhelmingly most common cause of cardiogenic shock (~80% of cases), and a clinician can cite these specific findings to favor Option A over the others without asserting facts not in evidence, making abstention unjustified and the item not truly unanswerable.",claude-sonnet-4-6,2026-09-02T00:52:53+00:00
cardio_057,adversarial,review,"Option D is partially undermined by its own framing (amiodarone is not guideline-recommended for rate control when EF is unknown), but more critically, the stem's borderline hypotension (104/68 mmHg) combined with AF and altered mental status in a patient on unknown medications positively licenses amiodarone as the least-bad choice when EF is unknown and other agents risk hemodynamic collapse — a clinician could cite the hypotension, unknown EF, and inability to safely use beta-blockers or CCBs to affirmatively select D, meaning the stem does not achieve true unanswerability and instead points toward a defensible answer.",claude-sonnet-4-6,2026-09-02T00:53:03+00:00
autoimmune_051,adversarial,ok,"No single option is positively established by the stem; all four diagnoses lack at least one mandatory discriminating datum (ANA absent, serology absent, synovitis absent, skin exam deferred, urinalysis pending), and the stem is internally consistent and clinically plausible.",claude-sonnet-4-6,2026-09-05T22:23:50+00:00
autoimmune_052,adversarial,review,"Option A is positively established by stem findings alone — the patient meets the obstetric clinical criterion for APS (≥3 consecutive pregnancy losses, two at 7–8 weeks and one at 13 weeks), and current ACOG/SMFM guidance supports initiating low-dose aspirin plus prophylactic LMWH empirically in the current pregnancy once the clinical criterion is met, even before confirmatory serology, because waiting for two positive antibody results ≥12 weeks apart is impossible mid-pregnancy and delaying treatment risks the ongoing pregnancy; a clinician can cite the documented RPL history in the stem to license Option A without asserting any fact not in evidence.",claude-sonnet-4-6,2026-09-05T22:23:55+00:00
cardio_052,adversarial,review,"Option B (ventricular septal rupture) is positively suggested over the others by the combination of findings present in the stem: inferior STEMI (RCA territory, which involves the posterior septum), JVD with bilateral pulmonary edema (biventricular failure pattern consistent with left-to-right shunt), and a holosystolic murmur ""heard broadly across the precordium without a clear point of maximal intensity"" — this radiation pattern is classically taught to favor VSR over papillary muscle rupture (which typically radiates to the axilla); a clinician can cite these specific stem findings to license Option B over the alternatives without asserting facts not in evidence, undermining the claim of unanswerability.",claude-sonnet-4-6,2026-09-05T22:24:00+00:00
cardio_054,adversarial,review,"Option D is positively established by stem findings alone — the patient has symptomatic exertional dyspnea, lower-extremity edema, SpO2 94%, cardiomegaly, and LVH with a clinical picture consistent with volume overload, and loop diuretics are indicated for symptomatic relief of congestion regardless of whether a formal HFpEF diagnosis is confirmed; a clinician can cite these findings (edema, dyspnea, reduced SpO2) to justify furosemide without asserting facts not in evidence, making the item answerable.",claude-sonnet-4-6,2026-09-05T22:24:05+00:00
cardio_056,adversarial,review,"Option A is positively established by stem findings: the patient has a large circumferential pericardial effusion with distant heart sounds, elevated JVP, sinus tachycardia, low-voltage ECG, and a history of mediastinal radiation — this constellation constitutes clinical tamponade physiology sufficient to warrant emergency pericardiocentesis without requiring formal echocardiographic confirmation of chamber collapse, and standard clinical guidelines (ACC/AHA, ESC) support proceeding to drainage on clinical grounds when echocardiographic assessment is technically inadequate but the clinical picture is compelling.",claude-sonnet-4-6,2026-09-05T22:24:08+00:00
cardio_058,adversarial,review,"Option A is positively established by stem findings: the CHA₂DS₂-VASc score is unambiguously ≥4 (female, age 65–74, hypertension, diabetes), mandating anticoagulation, and among the DOACs apixaban is the guideline-preferred agent in AF; the apixaban dose-reduction argument is undermined because only one of three criteria (weight 58 kg ≤60 kg) is confirmed, and two criteria must be met to trigger dose reduction to 2.5 mg — a clinician can legitimately select apixaban 5 mg twice daily as the most appropriate regimen without asserting facts not in evidence, since the pending creatinine and absent echo do not affirmatively establish a contraindication or dose-reduction requirement, and the absence of echocardiographic evidence of mechanical valve or rheumatic mitral stenosis does not license warfarin over a DOAC.",claude-sonnet-4-6,2026-09-05T22:24:14+00:00
autoimmune_008__distractor_insertion,clinical_perturbation,ok,"The added vitamin D level (38 ng/mL, sufficient) is clinically irrelevant to HCQ retinopathy screening guidelines and does not alter the patient's risk profile, ethnicity, dose, or any factor that would shift the correct answer away from A.",claude-sonnet-4-6,2026-09-05T22:24:17+00:00
